ligand,receptor
TEN1,AGRL1
TEN1,AGRL2
TEN1,AGRL3
TEN2,AGRL1
TEN2,AGRL2
TEN2,AGRL3
TEN3,AGRL1
TEN3,AGRL2
TEN3,AGRL3
TEN4,AGRL1
TEN4,AGRL2
TEN4,AGRL3
TF,ADRB2
TF,GPR162
TF,HFE
TF,LDLR
TF,LRP2
TF,TFR2
TF,TFRC
TFF1,FCRL4
TFF1,MUC5AC
TFF2,CXCR4
TFF2,MUC6
TFF3,ACKR3
TFF3,CXCR4
TFPI,F3
TFPI,LRP1
TFPI,SDC4
TFPI,VLDLR
TG,ASGR1
TG,LRP2
TG,TPO
TGFA,ADAM17
TGFA,CNIH1
TGFA,EGFR
TGFA,ERBB2
TGFA,ERBB3
TGFA,ERBB4
TGFA,NKD2
TGFA,PTPRD
TGFB1,ACVR1
TGFB1,ACVR1B
TGFB1,ACVR1C
TGFB1,ACVRL1
TGFB1,CAV1
TGFB1,CD109
TGFB1,CXCR4
TGFB1,DCN
TGFB1,EGFR
TGFB1,ENG
TGFB1,ITGAV
TGFB1,ITGB1
TGFB1,ITGB3
TGFB1,ITGB5
TGFB1,ITGB6
TGFB1,ITGB8
TGFB1,LPP
TGFB1,SDC2
TGFB1,SMAD3
TGFB1,TGBR3
TGFB1,TGFBR1
TGFB1,TGFBR2
TGFB1,TGFBR3
TGFB1,VASN
TGFB2,ACVR1
TGFB2,ACVR1B
TGFB2,ACVR1C
TGFB2,ENG
TGFB2,TGBR3
TGFB2,TGFBR1
TGFB2,TGFBR2
TGFB2,TGFBR3
TGFB3,ACVR1
TGFB3,ACVR1B
TGFB3,ACVR1C
TGFB3,ACVRL1
TGFB3,ENG
TGFB3,ITGB1
TGFB3,ITGB3
TGFB3,ITGB5
TGFB3,ITGB6
TGFB3,TGBR3
TGFB3,TGFBR1
TGFB3,TGFBR2
TGFB3,TGFBR3
TGFBR1,CDH5
TGFBR1,ENG
TGFBR1,TGFBR2
TGFBR2,CDH5
TGM2,ADGRG1
TGM2,AGRG1
TGM2,ITGA4
TGM2,ITGA9
TGM2,ITGB1
TGM2,ITGB3
TGM2,SDC4
TGM2,TBXA2R
TGOLN2,BTN3A1
TGS1,RXRA
TH,DRD1
TH,DRD2
TH,DRD3
TH,DRD4
TH,DRD5
THBS1,CALR
THBS1,CD36
THBS1,CD47
THBS1,GP1BA
THBS1,GP1BB
THBS1,GP5
THBS1,GP9
THBS1,ITGA2B
THBS1,ITGA3
THBS1,ITGA4
THBS1,ITGA6
THBS1,ITGAV
THBS1,ITGB1
THBS1,ITGB3
THBS1,LRP1
THBS1,LRP2
THBS1,LRP4
THBS1,LRP5
THBS1,PTPRJ
THBS1,SCARB1
THBS1,SDC1
THBS1,SDC4
THBS1,TGFB1
THBS1,TNFRSF11B
THBS2,CD36
THBS2,CD47
THBS2,ITGA3
THBS2,ITGA4
THBS2,ITGA6
THBS2,ITGAV
THBS2,ITGB1
THBS2,ITGB3
THBS2,LRP2
THBS2,LRP4
THBS2,NOTCH3
THBS2,NOTCH4
THBS2,SDC1
THBS2,SDC4
THBS3,CD36
THBS3,CD47
THBS3,ITGA3
THBS3,ITGAV
THBS3,ITGB1
THBS3,ITGB3
THBS3,SDC1
THBS3,SDC4
THBS4,CD36
THBS4,CD47
THBS4,ITGA3
THBS4,ITGAV
THBS4,ITGB1
THBS4,ITGB3
THBS4,SDC1
THBS4,SDC4
THPO,MPL
THPO,SIRPB1
THRB,PAR1
THRB,PAR3
THRB,PAR4
THRB,TRBM
THY1,AGRE2
THY1,CD97
THY1,CNTN1
THY1,ITGAM
THY1,ITGAV
THY1,ITGAX
THY1,ITGB2
THY1,ITGB3
TIE1,LRFN5
TIE1,TEK
TIGIT,NECTIN2
TIGIT,PVR
TIMD4,HAVCR1
TIMP1,CD63
TIMP1,FGFR2
TIMP2,CD44
TIMP2,ITGA3
TIMP2,ITGB1
TIMP3,ADAM17
TIMP3,AGTR2
TIMP3,CD44
TIMP3,DDR1
TIMP3,KDR
TIMP3,MET
TIP39,PTH1R
TIP39,PTH2R
TJP1,CFTR
TJP1,CLDN1
TJP1,CLDN2
TJP1,CLDN3
TJP1,CLDN4
TJP1,CLDN5
TJP1,CLDN6
TJP1,CLDN7
TJP1,CLDN8
TJP1,F11R
TJP1,JAM2
TJP1,JAM3
TJP2,CLDN1
TJP2,CLDN2
TJP2,CLDN3
TJP2,CLDN4
TJP2,CLDN5
TJP2,CLDN6
TJP2,CLDN7
TJP2,CLDN8
TJP3,CLDN1
TJP3,CLDN2
TJP3,CLDN3
TJP3,CLDN4
TJP3,CLDN5
TJP3,CLDN6
TJP3,CLDN7
TJP3,CLDN8
TJP3,F11R
TKN1,NK1R
TKN1,NK2R
TKN1,NK3R
TKNK,NK1R
TKNK,NK2R
TKNK,NK3R
TLN1,ITGB3
TLN1,ITGB5
TLR2,CD14
TLR2,CD36
TN13B,TNR17
TN13B,TR13B
TN13B,TR13C
TNC,CNTN1
TNC,EGFR
TNC,ITGA2
TNC,ITGA2B
TNC,ITGA5
TNC,ITGA7
TNC,ITGA8
TNC,ITGA9
TNC,ITGAV
TNC,ITGB1
TNC,ITGB3
TNC,ITGB6
TNC,NT5E
TNC,PTPRB
TNC,PTPRZ1
TNC,SDC1
TNC,SDC4
TNF,CELSR2
TNF,FAS
TNF,FFAR2
TNF,FLT4
TNF,ICOS
TNF,LTBR
TNF,NOTCH1
TNF,PTPRS
TNF,RIPK1
TNF,SEMA4C
TNF,SLC5A11
TNF,TNFRSF1A
TNF,TNFRSF1B
TNF,TNFRSF21
TNF,TRADD
TNF,TRAF2
TNF,TRPM2
TNF,VSIR
TNF10,TR10A
TNF10,TR10B
TNF10,TR10C
TNF10,TR10D
TNF10,TR11B
TNF11,TNR11
TNF11,TR11B
TNF12,TNR12
TNF12,TNR25
TNF13,TNR17
TNF13,TR13B
TNF14,TNF6B
TNF14,TNR14
TNF14,TNR3
TNF15,TNF6B
TNF15,TNR25
TNF18,TNR18
TNFA,TNR1A
TNFA,TNR1B
TNFB,TNR14
TNFB,TNR1A
TNFB,TNR1B
TNFC,TNR3
TNFL4,TNR4
TNFL6,TNF6B
TNFL6,TNR6
TNFL8,TNR8
TNFL9,TNR9
TNFRSF10C,HAVCR1
TNFRSF11A,ACE2
TNFRSF11A,PDCD1LG2
TNFRSF11B,ACE2
TNFRSF11B,ARMH4
TNFRSF11B,GPC6
TNFRSF11B,NRP1
TNFRSF11B,NRX2A
TNFRSF11B,NRX2B
TNFRSF11B,NRX3A
TNFRSF11B,NRX3B
TNFRSF11B,PCDHAC1
TNFRSF12A,FGFR1
TNFRSF12A,KIR2DL5A
TNFRSF12A,LILRA1
TNFRSF12A,LILRA3
TNFRSF12A,LILRA6
TNFRSF12A,LILRB3
TNFRSF12A,LILRB5
TNFRSF13C,LILRB2
TNFRSF14,LRFN5
TNFRSF17,CD300E
TNFRSF17,LY9
TNFRSF17,NEGR1
TNFRSF17,NTM
TNFRSF6B,FASLG
TNFRSF6B,SIGLEC10
TNFRSF8,DLL1
TNFRSF8,DSCAM
TNFSF10,CCR6
TNFSF10,RIPK1
TNFSF10,TNFRSF10A
TNFSF10,TNFRSF10B
TNFSF10,TNFRSF10C
TNFSF10,TNFRSF10D
TNFSF10,TNFRSF11B
TNFSF11,LGR4
TNFSF11,TNFRSF11A
TNFSF11,TNFRSF11B
TNFSF12,CD163
TNFSF12,TNFRSF12A
TNFSF12,TNFRSF25
TNFSF12,TNFRSF8
TNFSF13,FAS
TNFSF13,SDC2
TNFSF13,TNFRSF11B
TNFSF13,TNFRSF13B
TNFSF13,TNFRSF14
TNFSF13,TNFRSF17
TNFSF13,TNFRSF1A
TNFSF13B,CD40
TNFSF13B,HLA-DPB1
TNFSF13B,TFRC
TNFSF13B,TNFRSF13B
TNFSF13B,TNFRSF13C
TNFSF13B,TNFRSF17
TNFSF14,LTBR
TNFSF14,TNFRSF14
TNFSF14,TNFRSF6B
TNFSF15,TNFRSF25
TNFSF15,TNFRSF6B
TNFSF18,TNFRSF18
TNFSF4,TNFRSF4
TNFSF4,TRAF2
TNFSF8,TNFRSF8
TNFSF9,ADGRG5
TNFSF9,FCRL1
TNFSF9,HLA-DPA1
TNFSF9,IL13RA2
TNFSF9,KLRG2
TNFSF9,PVR
TNFSF9,TNFRSF9
TNFSF9,TRAF2
TNN,ITGA2B
TNN,ITGA8
TNN,ITGA9
TNN,ITGAV
TNN,ITGB1
TNN,ITGB3
TNN,ITGB6
TNN,SDC1
TNN,SDC4
TNR,ITGA2B
TNR,ITGA8
TNR,ITGA9
TNR,ITGAV
TNR,ITGB1
TNR,ITGB3
TNR,ITGB6
TNR,SDC1
TNR,SDC4
TNXB,ITGA2B
TNXB,ITGA8
TNXB,ITGA9
TNXB,ITGAV
TNXB,ITGB1
TNXB,ITGB3
TNXB,ITGB6
TNXB,SDC1
TNXB,SDC4
TOR2A,ATP5F1B
TP53,TNFRSF10D
TPH1,GPR119
TPH1,GPR26
TPH1,HTR1A
TPH1,HTR1B
TPH1,HTR1D
TPH1,HTR1E
TPH1,HTR1F
TPH1,HTR2A
TPH1,HTR2B
TPH1,HTR2C
TPH1,HTR4
TPH1,HTR5A
TPH1,HTR6
TPH1,HTR7
TPO,MPL
TPO,TPOR
TPSAB1,F2RL1
TPSB2,F2RL1
TPSG1,SIRPA
TREM1,VSIG8
TREM1,VSTM2B
TREM2,LRRC52
TREM2,TNFRSF12A
TREML2,ADGRF5
TREML2,ANTXR1
TREML4,SIGLEC8
TRFE,TFR1
TRFE,TFR2
TRH,TRFR
TRH,TRHR
TRIP6,ENG
TRPV5,CLDN16
TSHB,ADCYAP1R1
TSHB,ADRB2
TSHB,ADRB3
TSHB,GPR20
TSHB,GPR84
TSHB,HLA-C
TSHB,PTH1R
TSHB,RAMP2
TSHB,RAMP3
TSHB,TSHR
TSHB,VIPR1
TSHR,ADORA1
TSHR,SYT1
TSLP,CRLF2
TSLP,IL7R
TSP1,CD36
TSP2,CD36
TSPAN1,ITGA6
TSPAN1,ITGB1
TSPAN3,ADAM10
TSPAN3,CLDN11
TSPAN33,CLDN11
TSPAN5,TSPAN13
TTR,NGFR
TULP1,TYRO3
TX1B3,AGRB1
TX1B3,AGRB2
TXLNA,STX1A
TXLNA,STX3
TXLNA,STX4
TYK2,IFNAR1
TYK2,IFNAR2
TYK2,IL23R
TYK2,JAK1
TYOBP,SIG15
TYRO3,HAVCR1
TYRO3,LILRB5
TYRO3,UNC5D
TYROBP,TREM1
UBA52,ACVR1
UBA52,ADRB2
UBA52,AGTR1
UBA52,BMPR1B
UBA52,EGFR
UBA52,ERBB2
UBA52,FGFR2
UBA52,FSHR
UBA52,LDLR
UBA52,LRP2
UBA52,NOTCH1
UBA52,RIPK1
UBA52,SMAD3
UBA52,TGFBR1
UBA52,TGFBR2
UBA52,TLR4
UBB,ADRB2
UBB,ERBB2
UBB,FGFR2
UBB,LDLR
UBB,LRP2
UBB,RIPK1
UBB,SMAD3
UBB,TGFBR1
UBB,TGFBR2
UBB,TLR4
UBC,ADRB2
UBC,ERBB2
UBC,FGFR2
UBC,LDLR
UBC,LRP2
UBC,RIPK1
UBC,SMAD3
UBC,TGFBR1
UBC,TGFBR2
UBC,TLR4
UCN,CRHR1
UCN,CRHR2
UCN1,CRFR1
UCN1,CRFR2
UCN2,CRFR1
UCN2,CRFR2
UCN2,CRHR1
UCN2,CRHR2
UCN2,IL10RB
UCN3,CRFR2
UCN3,CRHR1
UCN3,CRHR2
UCN3,IL10RB
ULBP1,HCST
ULBP1,KLRK1
ULBP2,HCST
ULBP2,KLRK1
ULBP3,HCST
ULBP3,KLRK1
UNC5A,AGRL3
UNC5C,FLRT1
UNC5C,FLRT2
UNC5C,FLRT3
UROK,UPAR
UTS2,UR2R
UTS2,UTS2R
UTS2B,SSTR5
UTS2B,UR2R
UTS2B,UTS2R
VASP,CXCR2
VCAM1,EZR
VCAM1,ITGA4
VCAM1,ITGA9
VCAM1,ITGAD
VCAM1,ITGB1
VCAM1,ITGB2
VCAM1,ITGB7
VCAM1,MSN
VCAM1,VCAM1
VCAN,CD44
VCAN,COL1A1
VCAN,COL1A2
VCAN,EGFR
VCAN,FN1
VCAN,ITGA4
VCAN,ITGB1
VCAN,LDLR
VCAN,SELL
VCAN,SELP
VCAN,SELPLG
VCAN,TLR1
VCAN,TLR2
VCAN,TLR3
VCAN,TLR6
VCAN,TNC
VCAN,TNR
VCL,ALK
VCL,ITGB5
VEGFA,CD44
VEGFA,EGFR
VEGFA,EPHB2
VEGFA,FLT1
VEGFA,GPC1
VEGFA,GRIN2B
VEGFA,ITGA9
VEGFA,ITGAV
VEGFA,ITGB1
VEGFA,ITGB3
VEGFA,KDR
VEGFA,NRP1
VEGFA,NRP2
VEGFA,RET
VEGFA,SIRPA
VEGFA,TYRO3
VEGFA,VCAN
VEGFA,VEGFR1
VEGFA,VEGFR1R2
VEGFA,VEGFR2
VEGFA,VGFR1
VEGFA,VGFR2
VEGFB,ADRB2
VEGFB,FLT1
VEGFB,KDR
VEGFB,NRP1
VEGFB,RET
VEGFB,TYRO3
VEGFB,VEGFR1
VEGFB,VGFR1
VEGFC,CCBE1
VEGFC,FLT1
VEGFC,FLT4
VEGFC,ITGA9
VEGFC,ITGB1
VEGFC,KDR
VEGFC,LYVE1
VEGFC,NRP2
VEGFC,VEGFR2
VEGFC,VEGFR2R3
VEGFC,VEGFR3
VEGFC,VGFR2
VEGFC,VGFR3
VEGFC,VIPR2
VEGFD,FLT1
VEGFD,FLT4
VEGFD,ITGA1
VEGFD,ITGA2
VEGFD,ITGA4
VEGFD,ITGA5
VEGFD,ITGA9
VEGFD,ITGB1
VEGFD,KDR
VEGFD,NRP2
VEGFD,VEGFR2
VEGFD,VEGFR2R3
VEGFD,VEGFR3
VEGFD,VGFR2
VEGFD,VGFR3
VGF,NTRK1
VIM,CD44
VIP,ADCYAP1R1
VIP,ADRB1
VIP,ADRB2
VIP,ADRB3
VIP,AVPR1A
VIP,DPP4
VIP,GPR20
VIP,GPR84
VIP,NPR3
VIP,PACR
VIP,PTH1R
VIP,RAMP1
VIP,RAMP2
VIP,RAMP3
VIP,SCTR
VIP,TSHR
VIP,VIPR1
VIP,VIPR2
VSIG4,KIR2DL5A
VSIR,IGSF11
VSIR,VSIG8
VSTM1,ADGRG3
VSTM1,LAMP1
VSTM2L,KIR2DL5A
VTN,CD47
VTN,ITGA2B
VTN,ITGA3
VTN,ITGA5
VTN,ITGA8
VTN,ITGAD
VTN,ITGAV
VTN,ITGB1
VTN,ITGB2
VTN,ITGB3
VTN,ITGB5
VTN,ITGB6
VTN,ITGB8
VTN,KDR
VTN,PLAUR
VTN,PVR
VTN,TNFRSF11B
VTN,VCAM1
VWF,COL1A1
VWF,COL1A2
VWF,COL3A1
VWF,COL4A1
VWF,COL4A2
VWF,COL4A3
VWF,COL4A5
VWF,COL4A6
VWF,GP
VWF,GP1BA
VWF,GP1BB
VWF,GP5
VWF,GP9
VWF,ITGA2B
VWF,ITGA4
VWF,ITGA9
VWF,ITGAV
VWF,ITGB1
VWF,ITGB3
VWF,LRP1
VWF,SCARA5
VWF,SELP
VWF,SIRPA
VWF,STAB2
VWF,TNFRSF11B
WFIKKN2,IGDCC3
WFIKKN2,IGDCC4
WFIKKN2,PRTG
WIF1,RYK
WIF1,WNT3A
WIF1,WNT4
WIF1,WNT7A
WIF1,WNT8A
WIF1,WNT9A
WN10A,SFRP3
WNT1,CD36
WNT1,CER1
WNT1,FZD1
WNT1,FZD10
WNT1,FZD2
WNT1,FZD3
WNT1,FZD4
WNT1,FZD6
WNT1,FZD7
WNT1,FZD8
WNT1,FZD9
WNT1,LRP5
WNT1,LRP6
WNT1,ROR2
WNT1,RYK
WNT1,SFRP1
WNT1,SFRP2
WNT1,SFRP3
WNT1,SFRP4
WNT1,SFRP5
WNT1,WIF1
WNT10A,FZD1
WNT10A,FZD10
WNT10A,FZD2
WNT10A,FZD3
WNT10A,FZD4
WNT10A,FZD6
WNT10A,FZD7
WNT10A,FZD8
WNT10A,FZD9
WNT10A,LRP5
WNT10A,LRP6
WNT10B,FZD1
WNT10B,FZD10
WNT10B,FZD2
WNT10B,FZD3
WNT10B,FZD4
WNT10B,FZD6
WNT10B,FZD7
WNT10B,FZD8
WNT10B,FZD9
WNT10B,LRP5
WNT10B,LRP6
WNT11,CER1
WNT11,CTHRC1
WNT11,FZD1
WNT11,FZD10
WNT11,FZD2
WNT11,FZD3
WNT11,FZD5
WNT11,FZD6
WNT11,FZD7
WNT11,FZD8
WNT11,FZD9
WNT11,KLRG2
WNT11,MUSK
WNT11,SFRP1
WNT11,SFRP2
WNT11,SFRP3
WNT11,SFRP4
WNT11,SFRP5
WNT11,WIF1
WNT16,CER1
WNT16,FZD1
WNT16,FZD10
WNT16,FZD2
WNT16,FZD3
WNT16,FZD4
WNT16,FZD6
WNT16,FZD7
WNT16,FZD8
WNT16,FZD9
WNT16,LRP5
WNT16,LRP6
WNT16,SFRP1
WNT16,SFRP2
WNT16,SFRP3
WNT16,SFRP4
WNT16,SFRP5
WNT16,WIF1
WNT2,CER1
WNT2,FZD1
WNT2,FZD10
WNT2,FZD2
WNT2,FZD3
WNT2,FZD4
WNT2,FZD6
WNT2,FZD7
WNT2,FZD8
WNT2,FZD9
WNT2,LRP5
WNT2,LRP6
WNT2,SFRP1
WNT2,SFRP2
WNT2,SFRP3
WNT2,SFRP4
WNT2,SFRP5
WNT2,WIF1
WNT2B,CER1
WNT2B,FZD1
WNT2B,FZD10
WNT2B,FZD2
WNT2B,FZD3
WNT2B,FZD4
WNT2B,FZD6
WNT2B,FZD7
WNT2B,FZD8
WNT2B,FZD9
WNT2B,LRP5
WNT2B,LRP6
WNT2B,SFRP1
WNT2B,SFRP2
WNT2B,SFRP3
WNT2B,SFRP4
WNT2B,SFRP5
WNT2B,WIF1
WNT3,CER1
WNT3,FZD1
WNT3,FZD10
WNT3,FZD2
WNT3,FZD3
WNT3,FZD4
WNT3,FZD6
WNT3,FZD7
WNT3,FZD8
WNT3,FZD9
WNT3,LRP5
WNT3,LRP6
WNT3,ROR2
WNT3,RYK
WNT3,SFRP1
WNT3,SFRP2
WNT3,SFRP3
WNT3,SFRP4
WNT3,SFRP5
WNT3,WIF1
WNT3A,APCDD1
WNT3A,ATP6AP2
WNT3A,CER1
WNT3A,CTHRC1
WNT3A,FZD1
WNT3A,FZD10
WNT3A,FZD2
WNT3A,FZD3
WNT3A,FZD4
WNT3A,FZD6
WNT3A,FZD7
WNT3A,FZD8
WNT3A,FZD9
WNT3A,LGR5
WNT3A,LRP1
WNT3A,LRP5
WNT3A,LRP6
WNT3A,ROR1
WNT3A,RYK
WNT3A,SFRP1
WNT3A,SFRP2
WNT3A,SFRP3
WNT3A,SFRP4
WNT3A,SFRP5
WNT3A,WIF1
WNT4,CER1
WNT4,FZD1
WNT4,FZD10
WNT4,FZD2
WNT4,FZD3
WNT4,FZD4
WNT4,FZD6
WNT4,FZD7
WNT4,FZD8
WNT4,FZD9
WNT4,LRP5
WNT4,LRP6
WNT4,NOTCH1
WNT4,SFRP1
WNT4,SFRP2
WNT4,SFRP3
WNT4,SFRP4
WNT4,SFRP5
WNT4,SMO
WNT4,WIF1
WNT5A,ADRB2
WNT5A,ANTXR1
WNT5A,CER1
WNT5A,CTHRC1
WNT5A,EPHA7
WNT5A,FZD1
WNT5A,FZD10
WNT5A,FZD2
WNT5A,FZD3
WNT5A,FZD4
WNT5A,FZD5
WNT5A,FZD6
WNT5A,FZD7
WNT5A,FZD8
WNT5A,FZD9
WNT5A,LDLR
WNT5A,LRP2
WNT5A,LRP5
WNT5A,LRP6
WNT5A,MCAM
WNT5A,PTK7
WNT5A,PTPRK
WNT5A,ROR1
WNT5A,ROR2
WNT5A,RYK
WNT5A,SFRP1
WNT5A,SFRP2
WNT5A,SFRP3
WNT5A,SFRP4
WNT5A,SFRP5
WNT5A,VANGL2
WNT5A,WIF1
WNT5B,CER1
WNT5B,FZD1
WNT5B,FZD10
WNT5B,FZD2
WNT5B,FZD3
WNT5B,FZD4
WNT5B,FZD5
WNT5B,FZD6
WNT5B,FZD7
WNT5B,FZD8
WNT5B,FZD9
WNT5B,KLRG2
WNT5B,LRP5
WNT5B,LRP6
WNT5B,SFRP1
WNT5B,SFRP2
WNT5B,SFRP3
WNT5B,SFRP4
WNT5B,SFRP5
WNT5B,WIF1
WNT6,CER1
WNT6,FZD1
WNT6,FZD10
WNT6,FZD2
WNT6,FZD3
WNT6,FZD4
WNT6,FZD6
WNT6,FZD7
WNT6,FZD8
WNT6,FZD9
WNT6,LRP5
WNT6,LRP6
WNT6,SFRP1
WNT6,SFRP2
WNT6,SFRP3
WNT6,SFRP4
WNT6,SFRP5
WNT6,WIF1
WNT7A,ADGRA2
WNT7A,CER1
WNT7A,FZD1
WNT7A,FZD10
WNT7A,FZD2
WNT7A,FZD3
WNT7A,FZD4
WNT7A,FZD5
WNT7A,FZD6
WNT7A,FZD7
WNT7A,FZD8
WNT7A,FZD9
WNT7A,LDLR
WNT7A,LRP5
WNT7A,LRP6
WNT7A,RECK
WNT7A,SFRP1
WNT7A,SFRP2
WNT7A,SFRP3
WNT7A,SFRP4
WNT7A,SFRP5
WNT7A,WIF1
WNT7B,ADGRA2
WNT7B,CER1
WNT7B,FZD1
WNT7B,FZD10
WNT7B,FZD2
WNT7B,FZD3
WNT7B,FZD4
WNT7B,FZD5
WNT7B,FZD6
WNT7B,FZD7
WNT7B,FZD8
WNT7B,FZD9
WNT7B,LRP5
WNT7B,LRP6
WNT7B,SFRP1
WNT7B,SFRP2
WNT7B,SFRP3
WNT7B,SFRP4
WNT7B,SFRP5
WNT7B,TMED5
WNT7B,WIF1
WNT8A,CER1
WNT8A,FZD1
WNT8A,FZD10
WNT8A,FZD2
WNT8A,FZD3
WNT8A,FZD4
WNT8A,FZD5
WNT8A,FZD6
WNT8A,FZD7
WNT8A,FZD8
WNT8A,FZD9
WNT8A,LRP5
WNT8A,LRP6
WNT8A,SFRP1
WNT8A,SFRP2
WNT8A,SFRP3
WNT8A,SFRP4
WNT8A,SFRP5
WNT8A,WIF1
WNT8B,CER1
WNT8B,FZD1
WNT8B,FZD10
WNT8B,FZD2
WNT8B,FZD3
WNT8B,FZD4
WNT8B,FZD5
WNT8B,FZD6
WNT8B,FZD7
WNT8B,FZD8
WNT8B,FZD9
WNT8B,LRP5
WNT8B,LRP6
WNT8B,SFRP1
WNT8B,SFRP2
WNT8B,SFRP3
WNT8B,SFRP4
WNT8B,SFRP5
WNT8B,WIF1
WNT9A,CER1
WNT9A,FZD1
WNT9A,FZD10
WNT9A,FZD2
WNT9A,FZD3
WNT9A,FZD4
WNT9A,FZD5
WNT9A,FZD6
WNT9A,FZD7
WNT9A,FZD8
WNT9A,FZD9
WNT9A,LRP5
WNT9A,LRP6
WNT9A,SFRP1
WNT9A,SFRP2
WNT9A,SFRP3
WNT9A,SFRP4
WNT9A,SFRP5
WNT9A,WIF1
WNT9B,CER1
WNT9B,FZD1
WNT9B,FZD10
WNT9B,FZD2
WNT9B,FZD3
WNT9B,FZD4
WNT9B,FZD5
WNT9B,FZD6
WNT9B,FZD7
WNT9B,FZD8
WNT9B,FZD9
WNT9B,LRP5
WNT9B,LRP6
WNT9B,SFRP1
WNT9B,SFRP2
WNT9B,SFRP3
WNT9B,SFRP4
WNT9B,SFRP5
WNT9B,WIF1
X3CL1,CX3C1
XCL1,ADGRV1
XCL1,XCR1
XCL2,XCR1
YARS1,CXCR1
YBX1,NOTCH1
ZG16B,CXCR4
ZG16B,TLR2
ZG16B,TLR4
ZG16B,TLR5
ZG16B,TLR6
ZP3,CHRNA7
ZP3,EGFR
ZP3,MERTK
ZPBP2,CD80
ZYX,ENG
CLDN19,CLDN19
NECTIN3,NECTIN3
WNT16,FZD5
WNT4,FZD5
NECTIN1,NECTIN1
NECTIN2,NECTIN3
NECTIN2,NECTIN2
WNT1,FZD5
WNT2,FZD5
WNT3,FZD5
WNT6,FZD5
WNT10B,FZD5
WNT11,FZD4
WNT2B,FZD5
WNT10A,FZD5
NECTIN4,NECTIN4
WNT3A,FZD5
CLDN2,CLDN2
CLDN3,CLDN5
CLDN19,CLDN16
CLDN19,CLDN18
LY96,TLR4
HGF,EPHA2
HGF,ERBB2
HGF,FGFR4
HGF,PDGFRA
KITLG,EGFR
KITLG,PDGFRB
CLDN18,CLDN19
SERPINF1,LRP6
CCL17,CCR5
CXCL12,CCR10
CLDN5,CLDN3
VEGFA,PDGFRA
VEGFA,PDGFRB
NECTIN4,NECTIN1
NECTIN4,NECTIN2
CLDN1,CLDN3
